CC,LCOM5,WMC,CBO,RFC,DIT,NOC,LOC,NPM,isExistBug,project
0,7,61,23,42,4,3,187,78,0,BugPrediction_Eclipse
0.0807577,1,58,20,60,5,0,290,91,0,BugPrediction_Eclipse
0.0518192,1,40,19,50,3,0,258,31,0,BugPrediction_Eclipse
0.30485,1,26,13,27,6,0,108,90,0,BugPrediction_Eclipse
0,3,45,11,23,2,0,144,10,0,BugPrediction_Eclipse
0.0576058,1,43,10,25,2,1,171,11,1,BugPrediction_Eclipse
0,1,4,6,4,1,2,51,9,0,BugPrediction_Eclipse
0,1,6,7,9,3,0,34,14,0,BugPrediction_Eclipse
0,1,14,4,13,2,2,72,7,0,BugPrediction_Eclipse
0,1,7,0,2,0,0,26,1,0,BugPrediction_Eclipse
0.0850418,1,76,12,31,1,0,252,9,0,BugPrediction_Eclipse
0.134606,1,708,38,121,1,1,2836,30,1,BugPrediction_Eclipse
0.22973,1,95,19,35,1,0,360,12,0,BugPrediction_Eclipse
0.275391,1,22,7,15,3,1,100,30,0,BugPrediction_Eclipse
0,1,13,5,10,4,0,30,31,0,BugPrediction_Eclipse
0.124248,2,263,19,103,3,0,1076,46,0,BugPrediction_Eclipse
0.239316,1,14,0,10,0,5,72,9,0,BugPrediction_Eclipse
0.449123,1,13,0,9,0,0,121,9,0,BugPrediction_Eclipse
0,1,7,1,4,1,0,36,3,0,BugPrediction_Eclipse
0.0695946,2,86,21,59,2,1,373,26,0,BugPrediction_Eclipse
0,1,10,4,10,3,0,44,28,0,BugPrediction_Eclipse
0,1,17,2,11,1,0,118,15,0,BugPrediction_Eclipse
0.0500245,1,113,11,42,2,2,475,28,0,BugPrediction_Eclipse
0.336032,1,13,4,10,3,1,39,29,0,BugPrediction_Eclipse
0,1,17,5,11,4,0,40,30,0,BugPrediction_Eclipse
0,3,53,5,21,1,1,243,12,1,BugPrediction_Eclipse
0,0,1,0,1,0,0,9,1,0,BugPrediction_Eclipse
0,3,12,3,15,2,0,72,16,0,BugPrediction_Eclipse
0.238602,1,37,1,14,0,0,196,10,0,BugPrediction_Eclipse
0.66686,3,1720,43,420,0,1,6673,306,1,BugPrediction_Eclipse
0.271598,1,121,16,60,1,0,978,21,1,BugPrediction_Eclipse
0.335043,1,33,0,7,0,0,136,7,0,BugPrediction_Eclipse
0,1,15,5,9,1,0,68,7,1,BugPrediction_Eclipse
0.335043,1,33,0,7,0,0,136,7,0,BugPrediction_Eclipse
0.809278,1,37,0,10,0,0,158,9,0,BugPrediction_Eclipse
0,0,3,1,3,0,2,21,3,0,BugPrediction_Eclipse
0.806507,1,37,0,10,0,0,158,9,0,BugPrediction_Eclipse
0.343545,1,26,0,10,0,0,146,9,0,BugPrediction_Eclipse
0.247409,1,104,3,21,0,0,361,13,0,BugPrediction_Eclipse
0.189516,1,93,17,88,1,0,416,338,1,BugPrediction_Eclipse
0.360743,1,55,3,17,0,0,224,13,0,BugPrediction_Eclipse
0,1,3,1,5,0,0,24,3,0,BugPrediction_Eclipse
0,1,13,2,9,0,1,56,7,0,BugPrediction_Eclipse
0,1,24,4,10,0,0,95,6,0,BugPrediction_Eclipse
0,1,3,0,3,0,0,22,3,0,BugPrediction_Eclipse
0,1,4,0,4,0,0,32,4,0,BugPrediction_Eclipse
0,1,16,4,14,0,0,92,12,0,BugPrediction_Eclipse
0,1,48,4,64,1,0,198,43,0,BugPrediction_Eclipse
0,2,48,21,28,2,1,222,35,1,BugPrediction_Eclipse
0.260482,2,76,11,31,2,0,292,30,0,BugPrediction_Eclipse
0.10031,11,130,24,55,1,4,572,25,1,BugPrediction_Eclipse
0.266212,7,52,4,42,0,2,374,41,0,BugPrediction_Eclipse
0,1,7,9,9,3,0,76,39,1,BugPrediction_Eclipse
0,2,8,5,11,2,0,39,31,0,BugPrediction_Eclipse
0,1,7,7,9,3,0,31,33,0,BugPrediction_Eclipse
0.310005,2,106,15,45,3,0,443,40,0,BugPrediction_Eclipse
0.378744,1,75,4,10,2,1,351,56,0,BugPrediction_Eclipse
0,3,6,5,10,2,2,33,30,0,BugPrediction_Eclipse
0.110714,6,362,10,48,1,2,1666,48,0,BugPrediction_Eclipse
0,3,7,2,6,2,0,31,38,0,BugPrediction_Eclipse
0,2,12,2,12,2,0,41,44,0,BugPrediction_Eclipse
0,2,12,2,12,2,0,44,44,0,BugPrediction_Eclipse
0.29649,1,411,5,19,0,0,1357,16,1,BugPrediction_Eclipse
0,1,4,0,2,0,0,31,2,0,BugPrediction_Eclipse
0.870794,1,915,13,45,1,9,1581,34,0,BugPrediction_Eclipse
0,2,13,2,12,2,0,55,44,0,BugPrediction_Eclipse
0,2,12,2,12,2,0,52,44,0,BugPrediction_Eclipse
0,2,27,2,12,2,0,87,44,0,BugPrediction_Eclipse
0,2,13,2,12,2,0,46,44,0,BugPrediction_Eclipse
0,2,12,2,12,2,0,41,44,0,BugPrediction_Eclipse
0,2,5,2,5,2,0,34,37,0,BugPrediction_Eclipse
0.183415,1,54,9,20,0,1,185,6,0,BugPrediction_Eclipse
0,1,16,4,8,0,1,42,1,0,BugPrediction_Eclipse
0,1,64,14,51,2,0,255,81,0,BugPrediction_Eclipse
0.30315,4,72,5,15,2,0,192,70,0,BugPrediction_Eclipse
0,0,3,4,3,3,0,12,26,0,BugPrediction_Eclipse
0.128996,1,304,40,148,3,1,1032,154,1,BugPrediction_Eclipse
0,4,9,8,9,0,6,96,9,0,BugPrediction_Eclipse
0.0635018,1,208,35,97,2,2,901,92,1,BugPrediction_Eclipse
0.138837,2,48,13,35,4,0,245,161,0,BugPrediction_Eclipse
0.0869061,1,320,40,161,2,0,1179,74,1,BugPrediction_Eclipse
0.0414914,2,233,38,128,2,0,776,78,1,BugPrediction_Eclipse
0,1,24,13,12,0,0,94,7,0,BugPrediction_Eclipse
0.226714,3,81,22,48,2,3,343,40,1,BugPrediction_Eclipse
0,2,7,3,8,1,1,33,12,0,BugPrediction_Eclipse
0,1,3,5,5,2,0,14,15,0,BugPrediction_Eclipse
0.0537634,1,31,6,7,0,0,136,6,0,BugPrediction_Eclipse
0,0,1,1,1,0,0,10,1,0,BugPrediction_Eclipse
0.307542,3,49,24,40,5,0,233,202,0,BugPrediction_Eclipse
0,3,52,20,24,2,3,219,24,0,BugPrediction_Eclipse
0.142298,2,356,45,128,1,0,1383,33,1,BugPrediction_Eclipse
0,4,12,9,17,5,0,44,192,0,BugPrediction_Eclipse
0.185864,5,275,32,120,1,4,1031,67,1,BugPrediction_Eclipse
0.110775,2,110,34,58,3,0,461,103,1,BugPrediction_Eclipse
0.069354,1,298,26,98,0,1,852,3,1,BugPrediction_Eclipse
0.114964,2,303,21,96,1,0,788,5,1,BugPrediction_Eclipse
0,3,7,10,8,4,0,59,158,0,BugPrediction_Eclipse
0,1,50,11,23,4,2,205,188,1,BugPrediction_Eclipse
0,2,48,12,34,1,1,211,16,1,BugPrediction_Eclipse
0,1,6,6,9,3,0,41,44,0,BugPrediction_Eclipse
0.111404,1,113,18,49,3,0,503,84,0,BugPrediction_Eclipse
0.37987,1,40,12,24,2,1,247,74,0,BugPrediction_Eclipse
0.183035,4,259,29,142,3,1,1054,175,1,BugPrediction_Eclipse
0,2,7,3,8,1,0,41,12,0,BugPrediction_Eclipse
0,1,3,3,4,3,0,24,43,0,BugPrediction_Eclipse
0,1,10,5,5,2,0,32,71,0,BugPrediction_Eclipse
0,1,3,1,4,2,0,20,17,0,BugPrediction_Eclipse
0,2,14,4,9,3,0,74,136,0,BugPrediction_Eclipse
0.1024,6,38,11,38,4,0,167,187,0,BugPrediction_Eclipse
0.237187,8,357,25,115,2,8,1180,129,1,BugPrediction_Eclipse
0.0852121,5,1175,55,229,1,3,3701,68,1,BugPrediction_Eclipse
0,1,18,1,7,0,0,54,5,0,BugPrediction_Eclipse
0.182899,2,476,45,172,3,1,1636,175,1,BugPrediction_Eclipse
0,0,2,7,5,3,0,33,26,0,BugPrediction_Eclipse
0,0,1,6,2,3,0,10,41,0,BugPrediction_Eclipse
0.289959,1,77,19,25,2,0,401,74,1,BugPrediction_Eclipse
0.319786,19,330,20,78,1,4,1071,63,1,BugPrediction_Eclipse
0.0580964,4,117,17,49,3,1,436,151,1,BugPrediction_Eclipse
0,0,10,7,11,1,0,44,8,1,BugPrediction_Eclipse
0,1,18,7,14,3,0,70,131,0,BugPrediction_Eclipse
0,1,2,3,3,2,0,13,69,1,BugPrediction_Eclipse
0,1,12,8,10,1,2,52,16,0,BugPrediction_Eclipse
0.374308,3,151,17,56,3,0,643,154,1,BugPrediction_Eclipse
0.142709,2,462,11,73,1,2,1635,1,1,BugPrediction_Eclipse
0.131559,2,231,33,64,2,4,883,4,1,BugPrediction_Eclipse
0,1,2,0,2,0,0,18,2,0,BugPrediction_Eclipse
0.440135,2,2243,132,600,1,5,10304,54,1,BugPrediction_Eclipse
0,1,39,13,28,1,0,210,45,0,BugPrediction_Eclipse
0.164304,1,96,25,51,2,0,447,60,0,BugPrediction_Eclipse
0.134529,9,69,16,36,0,6,314,32,0,BugPrediction_Eclipse
0.387795,1,60,13,27,1,1,243,45,0,BugPrediction_Eclipse
0,1,8,3,10,1,0,39,39,0,BugPrediction_Eclipse
0.433541,1,65,20,38,2,0,302,60,0,BugPrediction_Eclipse
0.606526,1,34,11,18,2,0,140,50,0,BugPrediction_Eclipse
0.364238,1,141,29,59,1,0,618,53,0,BugPrediction_Eclipse
0,1,8,3,10,1,3,36,39,0,BugPrediction_Eclipse
0.360301,1,176,24,61,2,0,715,65,0,BugPrediction_Eclipse
0.288641,2,46,14,31,1,0,259,46,0,BugPrediction_Eclipse
0,1,54,6,23,2,0,225,65,0,BugPrediction_Eclipse
0.531034,1,10,0,1,0,0,60,1,0,BugPrediction_Eclipse
0.941664,1,1240,9,75,1,4,3867,48,1,BugPrediction_Eclipse
0,2,57,2,17,0,0,336,14,0,BugPrediction_Eclipse
0.0864486,1,104,59,83,1,0,574,1,0,BugPrediction_Eclipse
0.228616,2,122,21,20,0,2,530,0,0,BugPrediction_Eclipse
0.154153,1,455,17,76,1,0,2499,4,0,BugPrediction_Eclipse
0,2,47,7,24,1,0,257,17,0,BugPrediction_Eclipse
0,1,22,8,10,0,0,74,3,0,BugPrediction_Eclipse
0,1,12,6,17,0,1,54,6,0,BugPrediction_Eclipse
0,0,2,3,4,1,1,18,8,0,BugPrediction_Eclipse
0,0,1,3,2,3,0,8,10,0,BugPrediction_Eclipse
0,0,1,3,2,2,1,8,9,0,BugPrediction_Eclipse
0.135678,1,58,6,22,2,1,272,22,0,BugPrediction_Eclipse
0,1,30,7,21,1,4,215,10,0,BugPrediction_Eclipse
0,1,18,9,18,0,1,163,7,0,BugPrediction_Eclipse
0.213615,1,1356,105,508,1,2,7213,411,1,BugPrediction_Eclipse
0,0,1,0,1,0,0,6,1,0,BugPrediction_Eclipse
0.16092,1,16,1,10,0,0,57,8,0,BugPrediction_Eclipse
0.432927,1,75,0,3,0,0,404,2,0,BugPrediction_Eclipse
0,1,28,0,10,0,1,106,6,0,BugPrediction_Eclipse
0,1,25,0,9,0,0,114,8,0,BugPrediction_Eclipse
0.351429,1,23,0,8,0,0,82,7,0,BugPrediction_Eclipse
0.472269,1,32,1,12,0,0,139,9,0,BugPrediction_Eclipse
0.334239,1,23,0,8,0,0,85,7,0,BugPrediction_Eclipse
0.457143,1,34,1,13,0,0,145,10,0,BugPrediction_Eclipse
0.442464,1,31,0,11,0,0,140,10,0,BugPrediction_Eclipse
0.4375,1,31,0,11,0,0,140,10,0,BugPrediction_Eclipse
0.712871,1,26,2,11,0,0,90,7,0,BugPrediction_Eclipse
0.542787,1,27,2,10,0,0,90,7,0,BugPrediction_Eclipse
0,2,22,1,9,0,0,178,6,0,BugPrediction_Eclipse
0,1,29,0,15,0,0,123,15,0,BugPrediction_Eclipse
0.0716216,1,46,0,12,0,0,150,11,0,BugPrediction_Eclipse
0,1,18,1,11,0,0,82,10,0,BugPrediction_Eclipse
0.0870279,1,37,0,11,0,0,124,10,0,BugPrediction_Eclipse
0.100318,1,37,1,13,0,0,124,10,0,BugPrediction_Eclipse
0.159949,12,145,8,32,1,0,734,22,1,BugPrediction_Eclipse
0,0,0,2,0,3,0,7,9,0,BugPrediction_Eclipse
0,0,0,2,0,3,3,8,10,0,BugPrediction_Eclipse
0.460829,2,16,13,22,3,3,77,70,1,BugPrediction_Eclipse
0,0,0,2,0,2,0,20,7,0,BugPrediction_Eclipse
0,1,23,5,17,2,0,109,8,0,BugPrediction_Eclipse
0,1,18,0,10,0,0,72,9,0,BugPrediction_Eclipse
0.565217,3,8,4,6,1,0,42,17,0,BugPrediction_Eclipse
0,2,6,10,18,1,0,54,18,0,BugPrediction_Eclipse
0.187952,4,24,21,36,6,1,110,104,1,BugPrediction_Eclipse
0.224522,5,34,23,37,5,3,166,95,1,BugPrediction_Eclipse
0.127881,3,138,39,108,6,1,599,117,1,BugPrediction_Eclipse
0.289628,15,211,63,162,6,1,1024,158,1,BugPrediction_Eclipse
0,1,75,34,56,1,0,323,3,0,BugPrediction_Eclipse
0,1,86,8,29,1,1,442,21,0,BugPrediction_Eclipse
0,2,9,5,10,2,0,56,35,0,BugPrediction_Eclipse
0,1,10,4,8,1,0,34,10,0,BugPrediction_Eclipse
0,3,15,10,21,0,0,115,6,0,BugPrediction_Eclipse
0,1,9,8,12,2,0,36,14,1,BugPrediction_Eclipse
0,1,7,3,7,2,0,20,13,0,BugPrediction_Eclipse
0,2,11,11,23,1,3,80,18,0,BugPrediction_Eclipse
0.0654206,7,148,58,138,3,0,723,96,0,BugPrediction_Eclipse
0,1,30,26,38,2,0,191,7,1,BugPrediction_Eclipse
0,2,19,21,35,4,0,85,146,0,BugPrediction_Eclipse
0,1,12,3,7,1,0,38,12,0,BugPrediction_Eclipse
0,1,8,2,7,1,0,33,6,0,BugPrediction_Eclipse
0.0606897,1,116,20,63,0,0,516,6,1,BugPrediction_Eclipse
0.0875576,1,406,28,107,1,0,1679,29,1,BugPrediction_Eclipse
0,1,12,9,10,0,0,58,2,1,BugPrediction_Eclipse
0,1,34,19,44,1,0,165,18,0,BugPrediction_Eclipse
0.0680289,9,248,79,234,3,3,1228,140,1,BugPrediction_Eclipse
0,0,3,3,4,2,1,34,9,0,BugPrediction_Eclipse
0,1,22,33,32,2,0,214,20,0,BugPrediction_Eclipse
0.116096,2,100,63,81,1,1,660,34,1,BugPrediction_Eclipse
0,2,44,27,47,2,1,208,20,0,BugPrediction_Eclipse
0.206926,1,47,15,44,1,1,203,18,1,BugPrediction_Eclipse
0.0633484,2,138,36,114,2,1,638,20,1,BugPrediction_Eclipse
0,1,21,17,33,1,0,119,18,0,BugPrediction_Eclipse
0,3,40,19,55,1,3,276,21,0,BugPrediction_Eclipse
0,2,23,18,30,3,0,101,24,0,BugPrediction_Eclipse
0.165517,2,21,24,35,2,0,121,23,0,BugPrediction_Eclipse
0,3,19,15,20,3,0,85,24,0,BugPrediction_Eclipse
0,3,17,17,29,3,0,86,24,0,BugPrediction_Eclipse
0.274809,2,15,22,26,2,0,88,23,0,BugPrediction_Eclipse
0,1,21,17,31,1,0,115,18,0,BugPrediction_Eclipse
0.460177,2,15,14,17,1,0,88,22,0,BugPrediction_Eclipse
0,1,29,25,39,2,4,176,23,1,BugPrediction_Eclipse
0,3,16,15,22,3,0,81,24,0,BugPrediction_Eclipse
0,2,4,3,4,1,0,18,7,0,BugPrediction_Eclipse
0,1,26,18,45,2,0,145,19,0,BugPrediction_Eclipse
0,2,28,14,28,1,0,128,17,0,BugPrediction_Eclipse
0,2,32,13,21,2,0,113,18,0,BugPrediction_Eclipse
0.0350715,9,89,18,47,0,0,524,21,1,BugPrediction_Eclipse
0.070303,1,519,48,192,0,0,2398,11,1,BugPrediction_Eclipse
0,2,8,12,21,1,0,50,18,0,BugPrediction_Eclipse
0,1,3,1,6,0,0,20,3,0,BugPrediction_Eclipse
0,3,10,8,12,2,1,72,35,0,BugPrediction_Eclipse
0,1,8,5,9,0,0,37,3,0,BugPrediction_Eclipse
0,1,58,7,22,0,0,208,10,1,BugPrediction_Eclipse
0,5,10,8,14,4,0,47,170,0,BugPrediction_Eclipse
0,5,21,6,18,4,0,101,96,0,BugPrediction_Eclipse
0,4,24,15,31,3,1,99,70,0,BugPrediction_Eclipse
0,4,18,9,23,3,1,91,73,0,BugPrediction_Eclipse
0,0,0,2,0,3,0,4,13,0,BugPrediction_Eclipse
0,4,20,13,29,4,1,93,88,0,BugPrediction_Eclipse
0,0,0,1,0,3,0,3,10,0,BugPrediction_Eclipse
0.0741222,2,89,11,37,0,0,408,4,1,BugPrediction_Eclipse
0,3,9,2,11,2,0,42,16,0,BugPrediction_Eclipse
0,3,9,7,16,2,0,47,15,0,BugPrediction_Eclipse
0,2,21,7,16,1,2,75,12,0,BugPrediction_Eclipse
0,4,27,22,32,4,0,170,88,0,BugPrediction_Eclipse
0,0,1,1,1,3,0,8,8,0,BugPrediction_Eclipse
0,7,49,21,54,4,0,259,100,0,BugPrediction_Eclipse
0,0,1,3,1,3,0,11,10,0,BugPrediction_Eclipse
0.693069,1,3,4,5,0,0,79,1,0,BugPrediction_Eclipse
0,1,9,4,7,0,0,54,1,0,BugPrediction_Eclipse
0,9,168,33,102,1,2,759,47,1,BugPrediction_Eclipse
0.274153,1,149,5,53,1,0,737,37,0,BugPrediction_Eclipse
0.0825959,1,117,20,54,0,0,456,4,0,BugPrediction_Eclipse
0,2,14,2,6,0,2,62,5,0,BugPrediction_Eclipse
0,1,27,6,15,1,1,202,15,0,BugPrediction_Eclipse
0,10,82,28,64,3,0,357,83,1,BugPrediction_Eclipse
0.235818,1,48,6,22,0,0,240,5,1,BugPrediction_Eclipse
0,1,8,3,3,2,0,42,7,0,BugPrediction_Eclipse
0.094205,13,611,74,238,0,0,3286,80,1,BugPrediction_Eclipse
0.0450997,7,158,21,94,0,14,830,16,0,BugPrediction_Eclipse
0,3,106,12,38,1,0,472,25,0,BugPrediction_Eclipse
0.0241879,13,510,59,246,3,1,2846,165,1,BugPrediction_Eclipse
0,2,60,27,44,2,0,301,8,1,BugPrediction_Eclipse
0,1,3,1,3,0,0,27,3,0,BugPrediction_Eclipse
0.049308,5,60,31,58,3,0,271,72,1,BugPrediction_Eclipse
0.151989,5,100,31,78,3,2,365,84,0,BugPrediction_Eclipse
0,0,6,1,6,2,3,62,10,0,BugPrediction_Eclipse
0,1,14,2,7,1,0,42,6,0,BugPrediction_Eclipse
0.17004,1,36,12,28,0,0,217,1,0,BugPrediction_Eclipse
0,1,3,3,4,3,1,21,21,0,BugPrediction_Eclipse
0.220721,1,50,13,33,2,0,214,19,0,BugPrediction_Eclipse
0,1,3,3,4,3,1,20,21,0,BugPrediction_Eclipse
0,4,64,13,42,1,4,283,18,0,BugPrediction_Eclipse
0,2,238,39,89,1,0,1143,15,0,BugPrediction_Eclipse
0,2,45,22,41,4,4,237,89,0,BugPrediction_Eclipse
0,2,25,5,17,1,0,96,12,0,BugPrediction_Eclipse
0,0,1,2,2,2,0,8,22,0,BugPrediction_Eclipse
0.0294118,6,101,31,88,2,6,474,64,0,BugPrediction_Eclipse
0,1,2,1,2,1,6,23,7,0,BugPrediction_Eclipse
0.0428212,3,50,6,31,1,2,356,33,0,BugPrediction_Eclipse
0,2,11,5,14,3,1,47,67,0,BugPrediction_Eclipse
0.121413,7,107,34,98,3,1,468,83,0,BugPrediction_Eclipse
0,1,6,5,7,2,1,44,8,0,BugPrediction_Eclipse
0.0634483,7,148,35,116,3,2,767,88,1,BugPrediction_Eclipse
0,1,32,15,23,2,1,162,9,0,BugPrediction_Eclipse
0,1,6,5,8,0,0,36,3,1,BugPrediction_Eclipse
0,2,49,27,42,1,0,217,19,0,BugPrediction_Eclipse
0,1,22,3,10,1,1,128,6,0,BugPrediction_Eclipse
0,3,14,10,14,4,0,54,22,0,BugPrediction_Eclipse
0,2,9,8,12,4,0,43,22,0,BugPrediction_Eclipse
0,2,6,4,7,7,0,44,107,0,BugPrediction_Eclipse
0,2,6,4,7,7,0,42,120,0,BugPrediction_Eclipse
0,2,7,5,10,7,0,48,162,0,BugPrediction_Eclipse
0,2,6,4,7,6,1,44,104,0,BugPrediction_Eclipse
0,2,6,4,7,6,1,43,116,0,BugPrediction_Eclipse
0,2,7,5,10,6,1,48,154,0,BugPrediction_Eclipse
0.208909,3,60,30,42,1,1,384,9,1,BugPrediction_Eclipse
0,2,14,18,19,2,0,91,20,0,BugPrediction_Eclipse
0.258666,2,221,50,89,1,0,930,15,0,BugPrediction_Eclipse
0,1,9,11,14,2,0,65,21,1,BugPrediction_Eclipse
0.0810157,1,35,15,30,2,0,162,19,0,BugPrediction_Eclipse
0,1,37,13,33,2,0,168,19,0,BugPrediction_Eclipse
0.429167,1,17,1,10,0,1,107,8,0,BugPrediction_Eclipse
0,5,9,6,9,1,0,61,9,0,BugPrediction_Eclipse
0,3,37,20,42,1,0,215,20,0,BugPrediction_Eclipse
0,1,1,2,1,6,0,17,23,0,BugPrediction_Eclipse
0,2,4,1,4,5,0,22,22,0,BugPrediction_Eclipse
0.147727,6,37,16,33,5,1,152,100,0,BugPrediction_Eclipse
0,0,4,3,5,4,0,41,17,0,BugPrediction_Eclipse
0.111228,8,214,47,95,1,0,1244,46,1,BugPrediction_Eclipse
0.382353,4,60,23,73,5,1,298,112,0,BugPrediction_Eclipse
0.351351,0,14,8,12,4,2,66,22,0,BugPrediction_Eclipse
0,2,4,1,4,5,1,25,22,0,BugPrediction_Eclipse
0,1,8,1,8,1,0,45,6,0,BugPrediction_Eclipse
0.296898,9,52,22,60,2,7,252,63,0,BugPrediction_Eclipse
0,0,5,3,6,1,3,28,7,0,BugPrediction_Eclipse
0.338821,16,158,56,135,5,1,812,149,0,BugPrediction_Eclipse
0.459431,4,62,18,30,4,1,285,34,0,BugPrediction_Eclipse
0.452489,2,16,13,23,3,1,77,69,0,BugPrediction_Eclipse
0,0,0,1,0,2,0,19,7,0,BugPrediction_Eclipse
0.0931264,1,25,1,13,0,0,99,13,0,BugPrediction_Eclipse
0.068152,1,35,8,21,0,0,170,8,0,BugPrediction_Eclipse
0,1,13,7,12,1,0,58,5,0,BugPrediction_Eclipse
0,1,19,10,19,1,0,74,14,0,BugPrediction_Eclipse
0,1,28,9,18,0,0,149,6,0,BugPrediction_Eclipse
0,1,7,4,9,3,0,36,37,0,BugPrediction_Eclipse
0,0,1,3,3,1,0,6,7,0,BugPrediction_Eclipse
0,0,1,0,1,0,0,9,1,0,BugPrediction_Eclipse
0,2,191,45,107,1,2,757,2,1,BugPrediction_Eclipse
0,0,1,1,2,1,0,9,8,1,BugPrediction_Eclipse
0,2,53,20,43,2,0,224,4,1,BugPrediction_Eclipse
0,1,69,5,22,0,0,257,13,0,BugPrediction_Eclipse
0,2,36,9,21,1,1,124,13,0,BugPrediction_Eclipse
0.0550206,1,41,10,25,1,0,164,13,0,BugPrediction_Eclipse
0,7,12,5,16,0,3,42,8,0,BugPrediction_Eclipse
0,1,16,3,8,2,0,44,15,0,BugPrediction_Eclipse
0,1,3,2,4,0,1,31,1,0,BugPrediction_Eclipse
0,1,4,0,3,0,0,23,3,0,BugPrediction_Eclipse
0.0208051,2,263,31,103,2,0,886,4,1,BugPrediction_Eclipse
0.0365271,7,208,26,83,0,0,737,11,0,BugPrediction_Eclipse
0,0,1,0,1,0,0,9,1,0,BugPrediction_Eclipse
0,1,84,20,54,1,0,334,6,0,BugPrediction_Eclipse
0.584071,1,13,1,6,0,0,52,3,0,BugPrediction_Eclipse
0,0,3,2,5,2,0,15,11,0,BugPrediction_Eclipse
0,1,14,1,7,0,0,55,3,0,BugPrediction_Eclipse
0,1,64,5,16,0,1,227,8,1,BugPrediction_Eclipse
0,1,17,6,18,2,0,93,9,0,BugPrediction_Eclipse
0,1,148,16,55,0,0,698,6,1,BugPrediction_Eclipse
0,1,19,0,6,0,0,69,5,0,BugPrediction_Eclipse
0,1,9,2,13,0,0,41,8,0,BugPrediction_Eclipse
0.34749,3,284,99,299,1,0,1622,256,0,BugPrediction_Eclipse
0.102672,1,580,116,238,1,0,2949,256,1,BugPrediction_Eclipse
0.127845,4,193,92,113,1,1,1310,258,0,BugPrediction_Eclipse
0.089172,1,62,15,31,0,0,344,13,0,BugPrediction_Eclipse
0.0325749,1,163,21,80,0,0,656,9,1,BugPrediction_Eclipse
0,1,17,4,8,0,0,65,4,0,BugPrediction_Eclipse
0,2,4,1,4,0,2,18,4,0,BugPrediction_Eclipse
0,2,40,3,24,1,0,195,15,0,BugPrediction_Eclipse
0,1,20,14,20,0,0,116,8,0,BugPrediction_Eclipse
0,2,15,1,8,1,0,97,8,0,BugPrediction_Eclipse
0,0,5,0,5,0,2,63,5,0,BugPrediction_Eclipse
0,2,133,14,81,0,0,601,30,0,BugPrediction_Eclipse
0,1,4,1,5,0,0,28,3,0,BugPrediction_Eclipse
0.090411,2,37,4,23,0,0,215,18,0,BugPrediction_Eclipse
0.830508,0,7,2,5,1,0,38,3,0,BugPrediction_Eclipse
0.128228,1,50,37,62,1,0,342,22,0,BugPrediction_Eclipse
0,0,5,2,7,1,0,32,3,0,BugPrediction_Eclipse
0,1,8,7,13,1,0,47,3,0,BugPrediction_Eclipse
0.298193,1,104,12,44,0,0,416,4,0,BugPrediction_Eclipse
0,6,44,10,31,3,0,233,22,0,BugPrediction_Eclipse
0.223318,3,61,31,50,0,2,298,3,0,BugPrediction_Eclipse
0.0471143,1,179,60,100,1,0,795,9,0,BugPrediction_Eclipse
0,1,4,4,6,2,0,43,4,0,BugPrediction_Eclipse
0.0353053,1,68,43,61,1,0,413,5,0,BugPrediction_Eclipse
0.0680787,1,36,19,29,1,0,191,4,0,BugPrediction_Eclipse
0,2,29,17,27,2,0,123,38,0,BugPrediction_Eclipse
0.0153766,3,315,34,131,1,1,1500,35,1,BugPrediction_Eclipse
0,1,297,14,60,0,0,1227,0,0,BugPrediction_Eclipse
0,1,19,5,11,0,0,63,6,0,BugPrediction_Eclipse
0,1,55,10,35,0,0,169,13,1,BugPrediction_Eclipse
0,1,35,7,20,0,0,109,0,0,BugPrediction_Eclipse
0,1,23,9,17,1,2,188,16,0,BugPrediction_Eclipse
0,1,9,1,6,2,0,38,6,0,BugPrediction_Eclipse
0,5,88,25,67,2,0,679,45,0,BugPrediction_Eclipse
0,3,28,13,33,2,0,158,25,0,BugPrediction_Eclipse
0.0691563,4,87,17,90,3,0,592,31,0,BugPrediction_Eclipse
0,2,18,9,30,2,0,158,26,0,BugPrediction_Eclipse
0.103175,5,24,10,40,3,0,207,29,0,BugPrediction_Eclipse
0.0670103,2,38,6,41,2,4,318,27,0,BugPrediction_Eclipse
0.048433,3,106,13,82,3,0,741,44,0,BugPrediction_Eclipse
0.190028,1,129,12,68,1,4,915,23,0,BugPrediction_Eclipse
0,3,14,9,27,2,0,117,23,0,BugPrediction_Eclipse
0.166917,5,99,17,82,3,0,767,41,0,BugPrediction_Eclipse
0,1,4,1,4,0,0,31,2,0,BugPrediction_Eclipse
0,5,22,24,41,2,0,161,43,0,BugPrediction_Eclipse
0,0,2,3,2,2,2,21,10,0,BugPrediction_Eclipse
0,2,5,2,5,1,2,41,8,0,BugPrediction_Eclipse
0.284338,6,252,62,109,0,0,1016,21,1,BugPrediction_Eclipse
0.0419693,1,62,22,42,2,0,319,11,0,BugPrediction_Eclipse
0,0,1,3,1,0,6,6,1,0,BugPrediction_Eclipse
0.166302,1,54,15,30,0,0,194,4,1,BugPrediction_Eclipse
0.422535,1,19,7,11,2,1,62,13,0,BugPrediction_Eclipse
0,3,12,12,22,1,1,82,12,0,BugPrediction_Eclipse
0,1,155,23,61,3,0,636,14,1,BugPrediction_Eclipse
0,1,15,2,10,1,0,81,14,0,BugPrediction_Eclipse
